course_name,degree_type,uni_name
Fine and Studio Arts.,Bachelors Degree,Tufts University
Fine and Studio Arts.,Post-baccalaureate Certificate,Tufts University
Fine and Studio Arts.,Master's Degree,Tufts University
Music.,Bachelors Degree,Tufts University
Music.,Master's Degree,Tufts University
Dentistry.,First Professional Degree,Tufts University
Advanced/Graduate Dentistry and Oral Sciences.,Master's Degree,Tufts University
Advanced/Graduate Dentistry and Oral Sciences.,Graduate/Professional Certificate,Tufts University
"Allied Health Diagnostic, Intervention, and Treatment Professions.",Master's Degree,Tufts University
Health/Medical Preparatory Programs.,Graduate/Professional Certificate,Tufts University
Medicine.,First Professional Degree,Tufts University
Medical Clinical Sciences/Graduate Medical Studies.,Master's Degree,Tufts University
Medical Clinical Sciences/Graduate Medical Studies.,Doctoral Degree,Tufts University
Medical Clinical Sciences/Graduate Medical Studies.,Graduate/Professional Certificate,Tufts University
"Pharmacy, Pharmaceutical Sciences, and Administration.",Master's Degree,Tufts University
"Pharmacy, Pharmaceutical Sciences, and Administration.",Doctoral Degree,Tufts University
"Pharmacy, Pharmaceutical Sciences, and Administration.",Graduate/Professional Certificate,Tufts University
Public Health.,Bachelors Degree,Tufts University
Public Health.,Master's Degree,Tufts University
Public Health.,Graduate/Professional Certificate,Tufts University
Rehabilitation and Therapeutic Professions.,Master's Degree,Tufts University
Rehabilitation and Therapeutic Professions.,Doctoral Degree,Tufts University
Rehabilitation and Therapeutic Professions.,First Professional Degree,Tufts University
Veterinary Medicine.,First Professional Degree,Tufts University
Veterinary Biomedical and Clinical Sciences.,Master's Degree,Tufts University
International Business.,Master's Degree,Tufts University
History.,Bachelors Degree,Tufts University
History.,Master's Degree,Tufts University
History.,Doctoral Degree,Tufts University
Data Entry/Microcomputer Applications.,Undergraduate Certificate or Diploma,Pittsburgh Institute of Aeronautics
Computer Systems Networking and Telecommunications.,Undergraduate Certificate or Diploma,Pittsburgh Institute of Aeronautics
Mechanical Engineering Related Technologies/Technicians.,Undergraduate Certificate or Diploma,Pittsburgh Institute of Aeronautics
Mechanical Engineering Related Technologies/Technicians.,Associate's Degree,Pittsburgh Institute of Aeronautics
Computer Engineering Technologies/Technicians.,Undergraduate Certificate or Diploma,Pittsburgh Institute of Aeronautics
Electrical/Electronics Maintenance and Repair Technology.,Associate's Degree,Pittsburgh Institute of Aeronautics
Vehicle Maintenance and Repair Technologies.,Undergraduate Certificate or Diploma,Pittsburgh Institute of Aeronautics
Vehicle Maintenance and Repair Technologies.,Associate's Degree,Pittsburgh Institute of Aeronautics
"Mechanic and Repair Technologies/Technicians, Other.",Associate's Degree,Pittsburgh Institute of Aeronautics
Ground Transportation.,Undergraduate Certificate or Diploma,Pittsburgh Institute of Aeronautics
Health and Medical Administrative Services.,Undergraduate Certificate or Diploma,Pittsburgh Institute of Aeronautics
Architecture.,Bachelors Degree,Boston Architectural College
Architecture.,Master's Degree,Boston Architectural College
Environmental Design.,Bachelors Degree,Boston Architectural College
Environmental Design.,Master's Degree,Boston Architectural College
Interior Architecture.,Bachelors Degree,Boston Architectural College
Interior Architecture.,Master's Degree,Boston Architectural College
Landscape Architecture.,Bachelors Degree,Boston Architectural College
Landscape Architecture.,Master's Degree,Boston Architectural College
"Architecture and Related Services, Other.",Undergraduate Certificate or Diploma,Boston Architectural College
"City/Urban, Community and Regional Planning.",Master's Degree,Georgetown University
Area Studies.,Bachelors Degree,Georgetown University
Area Studies.,Master's Degree,Georgetown University
Area Studies.,Doctoral Degree,Georgetown University
"Ethnic, Cultural Minority, Gender, and Group Studies.",Bachelors Degree,Georgetown University
Journalism.,Master's Degree,Georgetown University
"Public Relations, Advertising, and Applied Communication.",Master's Degree,Georgetown University
Computer Science.,Undergraduate Certificate or Diploma,Georgetown University
Computer Science.,Bachelors Degree,Georgetown University
Computer Science.,Master's Degree,Georgetown University
Computer Science.,Doctoral Degree,Georgetown University
Computer/Information Technology Administration and Management.,Master's Degree,Georgetown University
Teaching English or French as a Second or Foreign Language.,Master's Degree,Georgetown University
Systems Engineering.,Master's Degree,Georgetown University
Engineering-Related Fields.,Master's Degree,Georgetown University
"Linguistic, Comparative, and Related Language Studies and Services.",Bachelors Degree,Georgetown University
"Linguistic, Comparative, and Related Language Studies and Services.",Master's Degree,Georgetown University
"Linguistic, Comparative, and Related Language Studies and Services.",Doctoral Degree,Georgetown University
"East Asian Languages, Literatures, and Linguistics.",Bachelors Degree,Georgetown University
"Slavic, Baltic and Albanian Languages, Literatures, and Linguistics.",Bachelors Degree,Georgetown University
"Germanic Languages, Literatures, and Linguistics.",Bachelors Degree,Georgetown University
"Germanic Languages, Literatures, and Linguistics.",Master's Degree,Georgetown University
"Germanic Languages, Literatures, and Linguistics.",Doctoral Degree,Georgetown University
"Romance Languages, Literatures, and Linguistics.",Bachelors Degree,Georgetown University
"Romance Languages, Literatures, and Linguistics.",Master's Degree,Georgetown University
"Romance Languages, Literatures, and Linguistics.",Doctoral Degree,Georgetown University
"Middle/Near Eastern and Semitic Languages, Literatures, and Linguistics.",Bachelors Degree,Georgetown University
"Middle/Near Eastern and Semitic Languages, Literatures, and Linguistics.",Master's Degree,Georgetown University
"Middle/Near Eastern and Semitic Languages, Literatures, and Linguistics.",Doctoral Degree,Georgetown University
"Classics and Classical Languages, Literatures, and Linguistics.",Bachelors Degree,Georgetown University
Law.,Master's Degree,Georgetown University
Law.,First Professional Degree,Georgetown University
Legal Research and Advanced Professional Studies.,Master's Degree,Georgetown University
Legal Research and Advanced Professional Studies.,Doctoral Degree,Georgetown University
Legal Research and Advanced Professional Studies.,First Professional Degree,Georgetown University
Legal Support Services.,Master's Degree,Georgetown University
"English Language and Literature, General.",Bachelors Degree,Georgetown University
"English Language and Literature, General.",Master's Degree,Georgetown University
"Liberal Arts and Sciences, General Studies and Humanities.",Bachelors Degree,Georgetown University
"Liberal Arts and Sciences, General Studies and Humanities.",Master's Degree,Georgetown University
"Liberal Arts and Sciences, General Studies and Humanities.",Doctoral Degree,Georgetown University
"Liberal Arts and Sciences, General Studies and Humanities.",Graduate/Professional Certificate,Georgetown University
"Biology, General.",Bachelors Degree,Georgetown University
"Biology, General.",Master's Degree,Georgetown University
"Biology, General.",Doctoral Degree,Georgetown University
"Biochemistry, Biophysics and Molecular Biology.",Bachelors Degree,Georgetown University
"Biochemistry, Biophysics and Molecular Biology.",Master's Degree,Georgetown University
"Biochemistry, Biophysics and Molecular Biology.",Doctoral Degree,Georgetown University
"Biochemistry, Biophysics and Molecular Biology.",First Professional Degree,Georgetown University
Cell/Cellular Biology and Anatomical Sciences.,Master's Degree,Georgetown University
Cell/Cellular Biology and Anatomical Sciences.,Doctoral Degree,Georgetown University
Microbiological Sciences and Immunology.,Master's Degree,Georgetown University
Microbiological Sciences and Immunology.,Doctoral Degree,Georgetown University
Microbiological Sciences and Immunology.,Graduate/Professional Certificate,Georgetown University
"Physiology, Pathology and Related Sciences.",Master's Degree,Georgetown University
"Physiology, Pathology and Related Sciences.",Doctoral Degree,Georgetown University
"Physiology, Pathology and Related Sciences.",First Professional Degree,Georgetown University
Pharmacology and Toxicology.,Master's Degree,Georgetown University
Pharmacology and Toxicology.,Doctoral Degree,Georgetown University
"Biomathematics, Bioinformatics, and Computational Biology.",Master's Degree,Georgetown University
Biotechnology.,Master's Degree,Georgetown University
"Ecology, Evolution, Systematics, and Population Biology.",Bachelors Degree,Georgetown University
Neurobiology and Neurosciences.,Bachelors Degree,Georgetown University
Neurobiology and Neurosciences.,Master's Degree,Georgetown University
Neurobiology and Neurosciences.,Doctoral Degree,Georgetown University
Neurobiology and Neurosciences.,First Professional Degree,Georgetown University
"Biological and Biomedical Sciences, Other.",Master's Degree,Georgetown University
Mathematics.,Bachelors Degree,Georgetown University
Statistics.,Master's Degree,Georgetown University
Biological and Physical Sciences.,Bachelors Degree,Georgetown University
Peace Studies and Conflict Resolution.,Bachelors Degree,Georgetown University
Peace Studies and Conflict Resolution.,Master's Degree,Georgetown University
Medieval and Renaissance Studies.,Bachelors Degree,Georgetown University
Museology/Museum Studies.,Master's Degree,Georgetown University
"Science, Technology and Society.",Bachelors Degree,Georgetown University
"Science, Technology and Society.",Master's Degree,Georgetown University
Computational Science.,Master's Degree,Georgetown University
Health and Physical Education/Fitness.,Master's Degree,Georgetown University
Philosophy.,Bachelors Degree,Georgetown University
Philosophy.,Master's Degree,Georgetown University
Philosophy.,Doctoral Degree,Georgetown University
Religion/Religious Studies.,Bachelors Degree,Georgetown University
Religion/Religious Studies.,Master's Degree,Georgetown University
